dataset,instance_id,category,transform,scale,aligned_dims,aligned_planes
PartNet-Mobility,6493,Bottle,"1.0\,0.0\,0.0\,3.110854470511626e-05\,0.0\,1.0\,0.0\,-5.539213342897753e-05\,0.0\,0.0\,1.0\,0.004322694511099456\,0.0\,0.0\,0.0\,1.0",0.080278129,"0.07619847341306762\,0.07619839206892909\,0.13846347584163965","0.0\,0.0\,-1.0\,0.06502267160135666\,0.0\,0.0\,1.0\,-0.06502267160135666\,0.0\,0.0\,1.0\,0.06923173792081982\,0.0\,0.0\,-1.0\,-0.06923173792081982"
PartNet-Mobility,6771,Bottle,"1.0\,0.0\,0.0\,4.0042659339798586e-05\,0.0\,1.0\,0.0\,0.00037654687243905346\,0.0\,0.0\,1.0\,-0.027468699921762693\,0.0\,0.0\,0.0\,1.0",0.148305085,"0.0699997120989157\,0.06999971209891573\,0.24156336695839306","1.1920927394875827e-07\,-1.1920928937075136e-07\,-0.9999999999999858\,-0.05314402117434795\,-1.1920927286240747e-07\,1.1920928943038108e-07\,0.9999999999999858\,0.05314402117434802"
PartNet-Mobility,8736,Bottle,"1.0\,0.0\,0.0\,0.016424454328167953\,0.0\,1.0\,0.0\,-0.001098201692520756\,0.0\,0.0\,1.0\,0.007228532505481826\,0.0\,0.0\,0.0\,1.0",0.099075297,"0.12038470866017656\,0.07503061704236216\,0.1735105720139145","8.43663602537548e-19\,5.960464625517843e-08\,-0.9999999999999983\,0.06612156186592652\,1.783602628818762e-14\,-5.960464329234497e-08\,0.9999999999999982\,-0.06612156186592712"
PartNet-Mobility,8848,Bottle,"1.0\,0.0\,0.0\,0.009996162782991303\,0.0\,1.0\,0.0\,-0.000874727663558103\,0.0\,0.0\,1.0\,0.0033391414922942994\,0.0\,0.0\,0.0\,1.0",0.068047866,"0.09939193414552872\,0.07619870878244515\,0.10801231007358236","0.03178634319008958\,0.026200966614685905\,0.9991512086441461\,-0.05005519972758814\,-0.04025618889343884\,0.03562383962493206\,-0.998554145405322\,0.051912208808761365\,1.1920925536852404e-07\,5.960469165591473e-08\,0.999999999999991\,0.04355059682388623\,-1.192093077375591e-07\,-5.960466547885455e-08\,-0.9999999999999911\,-0.043550596823885665"
ShapeNet,02880940/11547e8d8f143557525b133235812833,Bowl,"1.0\,0.0\,0.0\,1.4551915228366852e-11\,0.0\,1.0\,0.0\,-3.637978807091713e-12\,0.0\,0.0\,1.0\,-0.003204990403583796\,0.0\,0.0\,0.0\,1.0",0.2197833969859946,"0.14942765001883274\,0.14942765001883274\,0.06039406068671749",
ShapeNet,02880940/12ddb18397a816c8948bef6886fb4ac,Bowl,"1.0\,0.0\,0.0\,0.0007622112725644836\,0.0\,1.0\,0.0\,0.0010303053680860152\,0.0\,0.0\,1.0\,-0.009539942337218443\,0.0\,0.0\,0.0\,1.0",0.20279644333584917,"0.1240694473630346\,0.13946088526546152\,0.07927069763268291",
ShapeNet,02880940/154ab09c67b9d04fb4971a63df4b1d36,Bowl,"1.0\,0.0\,0.0\,4.3655745685100555e-11\,0.0\,1.0\,0.0\,1.7462298274040222e-10\,0.0\,0.0\,1.0\,-0.004442441428487598\,0.0\,0.0\,0.0\,1.0",0.26465971489210655,"0.179686464844643\,0.179686464844643\,0.0739610073209338",
ShapeNet,02880940/188281000adddc9977981b941eb4f5d1,Bowl,"1.0\,0.0\,0.0\,-6.548361852765083e-11\,0.0\,1.0\,0.0\,-8.731149137020111e-11\,0.0\,0.0\,1.0\,-0.007041512363519686\,0.0\,0.0\,0.0\,1.0",0.21196627614110802,"0.13903164989359595\,0.13903164989359595\,0.07918382067719776","0.0\,0.0\,-1.0\,0.021599787602619713\,0.0\,0.0\,1.0\,-0.021599787602619713\,0.0\,0.0\,1.0\,0.024082973027745425\,0.0\,0.0\,-1.0\,-0.03959191033859888"
ShapeNet,02880940/1b4d7803a3298f8477bdcb8816a3fac9,Bowl,"1.0\,0.0\,0.0\,1.516919976296549e-07\,0.0\,1.0\,0.0\,1.5174111034355064e-07\,0.0\,0.0\,1.0\,-0.005887572708169975\,0.0\,0.0\,0.0\,1.0",0.29952304248511125,"0.20421632126772948\,0.20421632126772948\,0.07940685435325223","0.0\,0.0\,-1.0\,0.039703427176626116\,0.0\,0.0\,1.0\,-0.039703427176626116\,0.0\,0.0\,-1.0\,-0.039703427176626116\,0.0\,0.0\,1.0\,0.039703427176626116\,0.0\,0.0\,-1.0\,-0.019136378184012814\,-0.008874348889756002\,0.011565464417772139\,0.9998937373364153\,0.018584745221537944"
ShapeNet,02880940/1f910faf81555f8e664b3b9b23ddfcbc,Bowl,"1.0\,0.0\,0.0\,1.3096723705530167e-10\,0.0\,1.0\,0.0\,-3.8552997061458427e-07\,0.0\,0.0\,1.0\,-0.01671690964885153\,0.0\,0.0\,0.0\,1.0",0.25860759791331794,"0.15916211692369586\,0.15916185488205947\,0.12732958409803796","0.0\,0.0\,-1.0\,-0.05493006184440574\,0.0\,0.0\,1.0\,0.054713607745640935"
ShapeNet,02880940/1fbb9f70d081630e638b4be15b07b442,Bowl,"1.0\,0.0\,0.0\,4.8989709874547316e-05\,0.0\,1.0\,0.0\,1.4261721048569598e-06\,0.0\,0.0\,1.0\,-0.005917872467221308\,0.0\,0.0\,0.0\,1.0",0.2848417869382387,"0.199089019650728\,0.1994268457630426\,0.041561832932758946","-0.023171433108123318\,-0.026079936629350063\,-0.9993912755238186\,-0.021318607670307556\,0.023171433108123318\,0.026079936629350063\,0.9993912755238183\,0.021318607670307552"
ShapeNet,02880940/24907349b2323824664b3b9b23ddfcbc,Bowl,"1.0\,0.0\,0.0\,1.4716785079471606e-07\,0.0\,1.0\,0.0\,1.4629473588101405e-07\,0.0\,0.0\,1.0\,-0.016392056871813887\,0.0\,0.0\,0.0\,1.0",0.29845222632864127,"0.1992613320409875\,0.1992625239133039\,0.09830091008731445","0.0\,0.0\,-1.0\,-0.0487239671058437\,-0.006307941178242398\,0.04800281362180996\,0.9988272822477776\,0.042064849888803914\,0.018529170454783552\,-0.04473137618877741\,0.9988271991823789\,0.042064847087715525"
ShapeNet,02880940/260545503087dc5186810055962d0a91,Bowl,"1.0\,0.0\,0.0\,2.9103830456733704e-11\,0.0\,1.0\,0.0\,3.637978807091713e-12\,0.0\,0.0\,1.0\,0.004119380411242712\,0.0\,0.0\,0.0\,1.0",0.2802014118525385,"0.17958389090344795\,0.17958389090344795\,0.11837304775025981",
ShapeNet,02880940/292d2dda9923752f3e275dc4ab785b9f,Bowl,"1.0\,0.0\,0.0\,1.4551915228366852e-11\,0.0\,1.0\,0.0\,0.0\,0.0\,0.0\,1.0\,0.01778070154009903\,0.0\,0.0\,0.0\,1.0",0.23835361302965566,"0.15626701621943795\,0.15626701621943795\,0.0892953657899831",
ShapeNet,02880940/2a1e9b5c0cead676b8183a4a81361b94,Bowl,"1.0\,0.0\,0.0\,-1.4551915228366852e-11\,0.0\,1.0\,0.0\,1.4551915228366852e-11\,0.0\,0.0\,1.0\,-0.009775614503106267\,0.0\,0.0\,0.0\,1.0",0.2959706572174413,"0.19947829699432162\,0.19947769719265906\,0.08953052861070132","0.0\,0.0\,-1.0\,-0.04476526430535066\,0.0\,0.0\,1.0\,0.04476526430535066"
ShapeNet,02880940/2c1df84ec01cea4e525b133235812833,Bowl,"1.0\,0.0\,0.0\,1.333405488246342e-07\,0.0\,1.0\,0.0\,1.334278603160044e-07\,0.0\,0.0\,1.0\,0.0004897825920379129\,0.0\,0.0\,0.0\,1.0",0.2715759081154056,"0.1881143758686088\,0.1881143758686088\,0.05458322601435417","0.0029043008213330878\,-0.0013452209913003786\,-0.9999948776954929\,-0.022009620010145153\,0.0026171718222365746\,0.0018425498266123376\,0.9999948776977757\,0.02200961920641891"
ShapeNet,02880940/2cfecc8ce6c7cd1f3497637ec59e0374,Bowl,"1.0\,0.0\,0.0\,0.00013474982214578546\,0.0\,1.0\,0.0\,1.772577366221384e-05\,0.0\,0.0\,1.0\,-0.007008165049703585\,0.0\,0.0\,0.0\,1.0",0.24792757119045897,"0.16904222519010048\,0.16904222519010048\,0.06570824471307102","0.0\,0.0\,-1.0\,0.02373187711645386\,0.0\,0.0\,1.0\,-0.02373187711645386"
ShapeNet,02880940/2d2c419136447fe667964ba700cd97f5,Bowl,"1.0\,0.0\,0.0\,4.3655745685100555e-11\,0.0\,1.0\,0.0\,-7.275957614183426e-11\,0.0\,0.0\,1.0\,-0.0029350739935094516\,0.0\,0.0\,0.0\,1.0",0.2903854695678031,"0.20099899774860397\,0.20099899774860397\,0.05934985063982667","0.0\,0.0\,-1.0\,-0.029674925319913337\,0.0\,0.0\,1.0\,0.029674925319913337"
ShapeNet,02880940/2e545ccae1cdc69d879b85bd5ada6e71,Bowl,"1.0\,0.0\,0.0\,-0.00045266854175052273\,0.0\,1.0\,0.0\,-0.0014227411483158647\,0.0\,0.0\,1.0\,-0.006889265694592084\,0.0\,0.0\,0.0\,1.0",0.24475153465487112,"0.16925522429707396\,0.16925399887753212\,0.05107866493579871","0.0\,0.0\,1.0\,0.025539332467899356\,0.0\,0.0\,-1.0\,-0.025539332467899356"
ShapeNet,02880940/2ffe06ee50ec1420adbe0813683fcfd0,Bowl,"1.0\,0.0\,0.0\,0.0019465502155027181\,0.0\,1.0\,0.0\,-0.016786947509200623\,0.0\,0.0\,1.0\,-0.008367486417058478\,0.0\,0.0\,0.0\,1.0",0.310355240832191,"0.19655418560237514\,0.23841830689628374\,0.02904118195763672","0.0\,0.0\,-1.0\,0.00032556260301158657\,0.0\,0.0\,1.0\,-0.00032556260301158657\,0.596757330222322\,-0.8024217649253582\,0.0\,0.08799790047988996\,-0.596757330222322\,0.8024217649253582\,0.0\,-0.08799790047988996\,0.7071067170809574\,0.7071068452523521\,-7.500455800202997e-06\,0.08572543722950406\,-0.7071116822265576\,-0.7071018801125676\,0.0\,-0.08572505452829578"
ShapeNet,02880940/326c6280eee2bf74257e043ec9630f,Bowl,"1.0\,0.0\,0.0\,3.637978807091713e-11\,0.0\,1.0\,0.0\,-3.4924596548080444e-10\,0.0\,0.0\,1.0\,-0.0002674668772819633\,0.0\,0.0\,0.0\,1.0",0.3018758723815089,"0.15826204518873688\,0.2532189088392709\,0.04429847050188185","0.0\,0.0\,1.0\,0.020260700113152952\,0.0\,0.0\,-1.0\,-0.022149235250940924"
ShapeNet,02880940/34875f8448f98813a2c59a4d90e63212,Bowl,"1.0\,0.0\,0.0\,0.00020359779361545094\,0.0\,1.0\,0.0\,-3.0890025337626525e-07\,0.0\,0.0\,1.0\,0.010148869624610257\,0.0\,0.0\,0.0\,1.0",0.3094167458337288,"0.21148200602740985\,0.21148201524874732\,0.07930598509904985","0.0\,0.0\,-1.0\,-0.02935158287345707\,0.0\,0.0\,1.0\,0.039652992549524924\,0.0\,0.0\,-1.0\,0.039652992549524924\,0.0\,0.0\,1.0\,-0.039652992549524924"
ShapeNet,02880940/36ca3b684dbb9c159599371049c32d38,Bowl,"1.0\,0.0\,0.0\,-4.656612873077393e-10\,0.0\,1.0\,0.0\,-1.7462298274040222e-10\,0.0\,0.0\,1.0\,-0.003206852950545347\,0.0\,0.0\,0.0\,1.0",0.25663054438607463,"0.1786944070583658\,0.1786944070583658\,0.04467373178375489",
ShapeNet,02880940/381db800b87b5ff88616812464c86290,Bowl,"1.0\,0.0\,0.0\,4.3655745685100555e-11\,0.0\,1.0\,0.0\,2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.0008309658848634216\,0.0\,0.0\,0.0\,1.0",0.24819696756792156,"0.16918495752354268\,0.16918495752354268\,0.06599061243903415","0.0\,0.0\,1.0\,0.016076710609738476\,0.0\,0.0\,-1.0\,-0.024536008414627775"
ShapeNet,02880940/38d2122b2aa05f92e1b9b7b3765e2bea,Bowl,"1.0\,0.0\,0.0\,5.684341886080802e-14\,0.0\,1.0\,0.0\,1.0913936421275139e-11\,0.0\,0.0\,1.0\,-0.00011909181374125666\,0.0\,0.0\,0.0\,1.0",0.22094629422938125,"0.14906849425700308\,0.14906849425700308\,0.06613939022689364","0.0\,0.0\,1.0\,0.0029761477799031266\,0.0\,0.0\,-1.0\,-0.0029761477799031266"
ShapeNet,02880940/3a7737c7bb4a6194f60bf3def77dca62,Bowl,"1.0\,0.0\,0.0\,2.3898464407423603e-07\,0.0\,1.0\,0.0\,2.390064719470786e-07\,0.0\,0.0\,1.0\,-0.001252480444506876\,0.0\,0.0\,0.0\,1.0",0.23936566566484416,"0.15965259733897685\,0.15965259733897685\,0.0794863979486724",
ShapeNet,02880940/3bedfd655c45c6747bc26b16f550876f,Bowl,"1.0\,0.0\,0.0\,-3.7802847582257826e-05\,0.0\,1.0\,0.0\,6.699176090529946e-06\,0.0\,0.0\,1.0\,-0.00034728879882883756\,0.0\,0.0\,0.0\,1.0",0.23926268726933209,"0.15938579410916498\,0.15938579410916498\,0.08024319985001482",
ShapeNet,02880940/3f6a6718d729b77bed2eab6efdeec5f8,Bowl,"1.0\,0.0\,0.0\,4.3655745685100555e-11\,0.0\,1.0\,0.0\,8.149072527885437e-10\,0.0\,0.0\,1.0\,-0.0021585113691535707\,0.0\,0.0\,0.0\,1.0",0.2690235489729798,"0.18943777228206926\,0.18943777228206926\,0.02450131853464077","0.0\,0.0\,1.0\,0.012250659267320385\,0.0\,0.0\,-1.0\,-0.012250659267320385"
ShapeNet,02880940/4017528ab5816338664b3b9b23ddfcbc,Bowl,"1.0\,0.0\,0.0\,-0.000584848446610664\,0.0\,1.0\,0.0\,3.9118763545786805e-05\,0.0\,0.0\,1.0\,0.00845925296639205\,0.0\,0.0\,0.0\,1.0",0.24222255391446681,"0.17869072441566658\,0.15230590797742138\,0.05953369922282015",
ShapeNet,02880940/4227b58665eadcefc0dc3ed657ab97f0,Bowl,"1.0\,0.0\,0.0\,-7.275957614183426e-12\,0.0\,1.0\,0.0\,0.0\,0.0\,0.0\,1.0\,0.009955992665176439\,0.0\,0.0\,0.0\,1.0",0.26065193957834254,"0.17925867929304218\,0.17925920751930846\,0.06059610534736848","0.0\,0.0\,-1.0\,-0.03029805267368424\,0.0\,0.0\,1.0\,0.03029805267368424"
ShapeNet,02880940/429a622eac559887bbe43d356df0e955,Bowl,"1.0\,0.0\,0.0\,2.3283064365386963e-10\,0.0\,1.0\,0.0\,2.9103830456733704e-10\,0.0\,0.0\,1.0\,-0.007483968555956455\,0.0\,0.0\,0.0\,1.0",0.2637615969926215,"0.17943175576294657\,0.17943175576294657\,0.07196260916251962",
ShapeNet,02880940/446583d7bf857dced5cb6d178687b980,Bowl,"1.0\,0.0\,0.0\,2.3283064365386963e-10\,0.0\,1.0\,0.0\,-1.4551915228366852e-11\,0.0\,0.0\,1.0\,0.0019668562372308074\,0.0\,0.0\,0.0\,1.0",0.2595309094168509,"0.17946873009249487\,0.17946873009249487\,0.05420588198687426",
ShapeNet,02880940/4530e6df2747b643f6415fd62314b5ed,Bowl,"1.0\,0.0\,0.0\,-8.43158836794089e-05\,0.0\,1.0\,0.0\,-9.058154315511047e-07\,0.0\,0.0\,1.0\,-0.014529928581964668\,0.0\,0.0\,0.0\,1.0",0.2586318254612306,"0.17933841287318586\,0.17933815851482748\,0.05065562893495823",
ShapeNet,02880940/454fa7fd637177cf2bea4b6e7618432,Bowl,"1.0\,0.0\,0.0\,-2.000888343900442e-11\,0.0\,1.0\,0.0\,2.546585164964199e-11\,0.0\,0.0\,1.0\,0.00015511880928453792\,0.0\,0.0\,0.0\,1.0",0.20822609227962127,"0.13295444452689154\,0.13295444452689154\,0.08946642438780694","0.0\,0.0\,1.0\,0.04473321219390347\,0.0\,0.0\,-1.0\,-0.03966915522767733"
ShapeNet,02880940/45603bffc6a2866b5d1ac0d5489f7d84,Bowl,"1.0\,0.0\,0.0\,1.4551915228366852e-10\,0.0\,1.0\,0.0\,7.275957614183426e-11\,0.0\,0.0\,1.0\,-0.005434657096128781\,0.0\,0.0\,0.0\,1.0",0.2075525919401388,"0.1293733390153058\,0.1293733390153058\,0.09799533347288047",
ShapeNet,02880940/468b9b34d07eb9211c75d484f9069623,Bowl,"1.0\,0.0\,0.0\,1.4551915228366852e-10\,0.0\,1.0\,0.0\,7.275957614183426e-11\,0.0\,0.0\,1.0\,-0.0019161037331931752\,0.0\,0.0\,0.0\,1.0",0.2855168544580054,"0.19936728441917495\,0.1993667228208551\,0.04500488113925982","0.0\,0.0\,1.0\,0.020613745001919703\,0.0\,0.0\,-1.0\,-0.020613745001919703"
ShapeNet,02880940/47175c7b12bf0b61320b691da6d871fb,Bowl,"1.0\,0.0\,0.0\,-0.00022817639252359356\,0.0\,1.0\,0.0\,-0.00026087518164175094\,0.0\,0.0\,1.0\,-0.0033749539202513335\,0.0\,0.0\,0.0\,1.0",0.2855773823878123,"0.1994335331751067\,0.19943382254466435\,0.044798524657095884",
ShapeNet,02880940/4845731dbf7522b07492cbf7d8bec255,Bowl,"1.0\,0.0\,0.0\,1.4551915228366852e-11\,0.0\,1.0\,0.0\,1.3114835972771743e-07\,0.0\,0.0\,1.0\,-0.004663998225555632\,0.0\,0.0\,0.0\,1.0",0.2588593257884324,"0.17937708897227012\,0.17937631751133054\,0.05153811731066016",
ShapeNet,02880940/4967063fc3673caa47fe6b02985fbd0,Bowl,"1.0\,0.0\,0.0\,0.028863725122585282\,0.0\,1.0\,0.0\,-0.02155327951903674\,0.0\,0.0\,1.0\,0.002521364172234475\,0.0\,0.0\,0.0\,1.0",0.2336652974038405,"0.15929711716253636\,0.1593340355821553\,0.06194023279742056","-0.06255659191612788\,-0.008208324548205737\,0.998007663405422\,0.02612298995722125\,0.062430417450934625\,0.008234608862682258\,-0.9980153476744638\,-0.021121572638949874"
ShapeNet,02880940/4b32d2c623b54dd4fe296ad57d60d898,Bowl,"1.0\,0.0\,0.0\,-2.1827872842550278e-11\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,0.006630782599521989\,0.0\,0.0\,0.0\,1.0",0.2637177212584122,"0.17935229945624798\,0.17935229945624798\,0.07219878879208164","0.0\,0.0\,-1.0\,-0.03602291850198869\,0.0\,0.0\,1.0\,0.03602291850198869"
ShapeNet,02880940/4bf56e6a081c2a85a11f6bacf5c7662d,Bowl,"1.0\,0.0\,0.0\,2.9103830456733704e-11\,0.0\,1.0\,0.0\,1.1641532182693481e-10\,0.0\,0.0\,1.0\,-0.0058144414173004755\,0.0\,0.0\,0.0\,1.0",0.27529847938845464,"0.18940645747869667\,0.18940645747869667\,0.0635578846331013",
ShapeNet,02880940/4cf18594e8851a3d3a5e6305a3a7adee,Bowl,"1.0\,0.0\,0.0\,-0.00048577146619965816\,0.0\,1.0\,0.0\,0.0007362942800535066\,0.0\,0.0\,1.0\,-0.006501659896518408\,0.0\,0.0\,0.0\,1.0",0.26343303903633,"0.1849842569714948\,0.1795675486315691\,0.05416051610772055",
ShapeNet,02880940/4eefe941048189bdb8046e84ebdc62d2,Bowl,"1.0\,0.0\,0.0\,9.425521367845136e-07\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.0034068279370495502\,0.0\,0.0\,0.0\,1.0",0.2703187086794878,"0.1893725879782675\,0.18937502092818193\,0.03670657898221974","0.0\,0.0\,1.0\,0.0153943813222997\,-0.0\,-0.0\,-1.0\,-0.0153943813222997"
ShapeNet,02880940/4fdb0bd89c490108b8c8761d8f1966ba,Bowl,"1.0\,0.0\,0.0\,-1.291510969281262e-07\,0.0\,1.0\,0.0\,-1.292020286314255e-07\,0.0\,0.0\,1.0\,-0.0010004757840746947\,0.0\,0.0\,0.0\,1.0",0.2626271164348002,"0.1792269922583074\,0.1792269922583074\,0.06876287010959459","0.0\,0.0\,-1.0\,0.034381435054797294\,0.0\,0.0\,1.0\,-0.034381435054797294"
ShapeNet,02880940/5019f979a6a360963a5e6305a3a7adee,Bowl,"1.0\,0.0\,0.0\,-0.004234398265543504\,0.0\,1.0\,0.0\,-0.003461571413875042\,0.0\,0.0\,1.0\,-0.0070655295256829564\,0.0\,0.0\,0.0\,1.0",0.2602980687318688,"0.1775881027065047\,0.17932324311798276\,0.06372461278133867","-0.03501995301801675\,-0.29556597004607404\,-0.954680239787825\,-0.0345547961291127\,0.06206779713800348\,0.3425891062185691\,0.937432820451043\,0.0358245601136569\,-0.005537491608731115\,0.45995654013125375\,0.8879241619514414\,0.033054327941297805\,-0.14263956692138868\,0.36489136871484684\,0.9200588258290251\,0.036430081950311805\,0.12243727252032963\,-0.2941206547812373\,-0.9478935355454423\,-0.02225176405617302\,-0.5238558314711623\,0.5087578147900899\,-0.6831841287117768\,-0.053334562451000316\,0.15843582223609157\,-0.613689349425762\,-0.7734878619821766\,-0.0462939673454629\,0.005522816130422266\,-0.45991628370134546\,-0.8879451055602103\,-0.03878367572683364\,-0.14874003720239348\,0.6214645535413534\,0.769193220214971\,0.034155359080753046\,0.17952808252452562\,-0.45008641694163926\,-0.8747524706279509\,-0.03957304298724319\,0.5467966287162411\,-0.4845769829338515\,0.6827873713208812\,0.042591444704483124\,-0.32238324586318223\,-0.5172569463273721\,-0.7927889342459322\,-0.04567697477478489\,0.7039058356736481\,0.23343846598483525\,0.670837578779864\,0.0461264660629793\,-0.20254082600060877\,-0.7053226669619497\,-0.6793358148019828\,-0.05339542188004722\,0.20562257533497424\,0.6932648516275628\,0.6907265754337429\,0.0458029594523178"
ShapeNet,02880940/519f07b4ecb0b82ed82a7d8f544ae151,Bowl,"1.0\,0.0\,0.0\,-7.376202729858505e-05\,0.0\,1.0\,0.0\,-7.784464158078208e-05\,0.0\,0.0\,1.0\,0.0009148037864044056\,0.0\,0.0\,0.0\,1.0",0.2634425048487037,"0.17909928593053337\,0.17909955287129264\,0.07244800863593781","0.0\,0.0\,-1.0\,-0.036224004317968905\,0.0\,0.0\,1.0\,0.036224004317968905"
ShapeNet,02880940/524eb99c8d45eb01664b3b9b23ddfcbc,Bowl,"1.0\,0.0\,0.0\,-0.003210916471597214\,0.0\,1.0\,0.0\,-0.0001262642702608563\,0.0\,0.0\,1.0\,-0.004443106323902102\,0.0\,0.0\,0.0\,1.0",0.22567587072352827,"0.14250934040888508\,0.14417776265274318\,0.0991637818975315","0.0\,0.0\,1.0\,0.041676013081454855\,0.0\,0.0\,-1.0\,-0.04958189094876575"
ShapeNet,02880940/530c2d8f55f9e9e8ce364511e87f52b0,Bowl,"1.0\,0.0\,0.0\,-2.3862989428913295e-07\,0.0\,1.0\,0.0\,-1.1735771221488278e-07\,0.0\,0.0\,1.0\,0.0004471973022580622\,0.0\,0.0\,0.0\,1.0",0.23901398955031128,"0.14931012251875098\,0.14931131921161844\,0.11198330954862512","0.0\,0.0\,-1.0\,0.05599165477431256\,0.0\,0.0\,1.0\,-0.05599165477431256"
ShapeNet,02880940/538db91266f2829bc0f7e0e05bae6131,Bowl,"1.0\,0.0\,0.0\,9.96546694942424e-07\,0.0\,1.0\,0.0\,7.071641339351231e-05\,0.0\,0.0\,1.0\,-0.0021100358588381773\,0.0\,0.0\,0.0\,1.0",0.28458243496253427,"0.19927230330057988\,0.19927287154215279\,0.03959879181403014","0.0\,0.0\,1.0\,0.01979939590701507\,0.0\,0.0\,-1.0\,-0.01979939590701507"
ShapeNet,02880940/53f5240e1e82c96e2d20e9f11baa5f8f,Bowl,"1.0\,0.0\,0.0\,7.275957614183426e-12\,0.0\,1.0\,0.0\,-0.00021889734430224905\,0.0\,0.0\,1.0\,-0.02415245586378023\,0.0\,0.0\,0.0\,1.0",0.24888926297790587,"0.15926921909270675\,0.15926947128696511\,0.10588844907535355","0.0074246563901350805\,0.05639532729555371\,-0.9983809100422123\,-0.047938187713446656\,-0.05637669487125333\,-0.007422202908846708\,0.9983819805962915\,0.04793908563463361"
ShapeNet,02880940/5563324c9902f243a2c59a4d90e63212,Bowl,"1.0\,0.0\,0.0\,9.313225746154785e-10\,0.0\,1.0\,0.0\,-1.3096723705530167e-10\,0.0\,0.0\,1.0\,-0.022621922476431244\,0.0\,0.0\,0.0\,1.0",0.28961078052360933,"0.1993234596961102\,0.19932402934697002\,0.06644105541320222","0.0\,0.0\,1.0\,0.0276837489937537\,0.0\,0.0\,-1.0\,-0.030452138350177405\,0.0\,0.0\,1.0\,-0.027683750072637903\,0.0\,0.0\,-1.0\,0.027683750072637903"
ShapeNet,02880940/56803af65db53307467ca2ad6571afff,Bowl,"1.0\,0.0\,0.0\,2.6823905358241973e-05\,0.0\,1.0\,0.0\,0.0\,0.0\,0.0\,1.0\,0.0001325443465987064\,0.0\,0.0\,0.0\,1.0",0.2629833151701706,"0.17928467100108492\,0.17917580009759604\,0.07009504717808568","0.0\,0.0\,-1.0\,-0.02915880175551422\,0.0\,0.0\,1.0\,0.03504752358904284"
ShapeNet,02880940/571f294b5ab7e47a5517442d05421cb,Bowl,"1.0\,0.0\,0.0\,7.275957614183426e-12\,0.0\,1.0\,0.0\,0.0\,0.0\,0.0\,1.0\,-0.00041533249024250374\,0.0\,0.0\,0.0\,1.0",0.26555724766810607,"0.1789154793508665\,0.1789154793508665\,0.08061840330233006","0.010167530244237506\,0.013250698581539655\,-0.9998605104292468\,0.038885276134145025\,0.0\,0.0\,1.0\,-0.02576011541981238"
ShapeNet,02880940/5aad71b5e6cb3967674684c50f1db165,Bowl,"1.0\,0.0\,0.0\,-2.4789481134490643e-07\,0.0\,1.0\,0.0\,-1.7462298274040222e-10\,0.0\,0.0\,1.0\,-0.000772748111217858\,0.0\,0.0\,0.0\,1.0",0.24831216906373219,"0.16932257612483959\,0.16932208030611307\,0.06571730886945559","0.0\,0.0\,-1.0\,-0.032858654434727796\,0.0\,0.0\,1.0\,0.032858654434727796"
ShapeNet,02880940/5b6d840652f0050061d624c546a68fec,Bowl,"1.0\,0.0\,0.0\,4.3655745685100555e-11\,0.0\,1.0\,0.0\,-5.820766091346741e-11\,0.0\,0.0\,1.0\,8.330313280424662e-05\,0.0\,0.0\,0.0\,1.0",0.2632034471890404,"0.16914821193101304\,0.16914821193101304\,0.10979031677335982","0.0\,0.0\,1.0\,0.05489515838667991\,0.0\,0.0\,-1.0\,-0.05489515838667991"
ShapeNet,02880940/5bb12905529c85359d3d767e1bc88d65,Bowl,"1.0\,0.0\,0.0\,-1.3388046049556124e-07\,0.0\,1.0\,0.0\,2.9103830456733704e-11\,0.0\,0.0\,1.0\,0.007576282939981471\,0.0\,0.0\,0.0\,1.0",0.2641801288612232,"0.17923221460436878\,0.17923142728624697\,0.07445150603598538","0.0\,0.0\,1.0\,0.03722575301799269\,0.0\,0.0\,-1.0\,-0.03170940859753957"
ShapeNet,02880940/5e2c558555092b706e30831c34845769,Bowl,"1.0\,0.0\,0.0\,-2.5011104298755527e-12\,0.0\,1.0\,0.0\,5.093170329928398e-11\,0.0\,0.0\,1.0\,-0.0031253896005818405\,0.0\,0.0\,0.0\,1.0",0.26998878943664184,"0.17744364984004335\,0.17744364984004335\,0.09960587986439506","0.0\,0.0\,1.0\,0.04980293993219753\,0.0\,0.0\,-1.0\,-0.04980293993219753"
